feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,day,hour,minute,target
477.7733435896843,2621.4439019880488,20.18861084546581,84.79282639437261,2806.6777161883447,,2583.9234804683792,1325.7694514342718,644.5105619809711,1.0,5.0,,736.683292440971
445.622393421647,,20.386096612859053,84.05143097571053,2872.8871209191234,50.36935298515076,,1320.7917177072065,,1.0,6.0,21.0,719.2470917781322
445.1050618935518,2627.8807224636994,,85.29613995077119,2850.0240132544827,50.047288882654804,2557.7987594100605,1337.464790582992,650.0111262511624,1.0,17.0,59.0,724.3285391004283
502.43567664141915,3011.0513334511384,,88.68788709863628,2837.010184706402,53.26256005046437,2913.0511186856556,1379.4685730850774,642.1366884357802,1.0,4.0,26.0,849.8649935239239
480.8152113086121,2651.969559299399,20.215156074810597,85.45507702217658,2805.0432772723643,50.0115820062727,2609.71188100656,1331.542966575468,644.8116719157547,1.0,5.0,51.0,732.1955086334966
,2130.7730100116896,20.779569449989122,79.168224250724,2950.6818324288315,45.00004797459736,2081.3705676351033,1256.9391590963705,651.926798983961,2.0,8.0,24.0,548.9376566068033
443.8730158647477,2520.181571745505,20.22396256467862,83.20381921421664,2915.592047979134,49.00477567727608,,1316.235094760525,647.7973098245076,2.0,7.0,16.0,682.8164057833574
440.73723950952717,2514.2918825351508,20.241682059106804,83.17038150553292,2900.9283470029427,49.40521777652327,,1332.8508413358975,642.7025516229429,2.0,7.0,35.0,678.4480912724733
,2487.592574265482,20.265930458504716,83.8618347127333,,48.55468393713115,,1324.7834087503022,646.5648159756399,1.0,19.0,,685.0742734688115
,2501.7593120472084,20.30425754090789,82.72454815162116,2872.3831749071046,49.250697540504696,2452.6251956143346,1319.5268521613511,643.1519477118411,1.0,10.0,57.0,684.5680048313535
435.1589354993809,2474.8427387652273,20.338315068665697,83.87845409905674,2871.3809912558268,48.74274261531261,,1301.048097276462,,1.0,19.0,37.0,684.8886175868034
458.9765324312291,2653.8454602094353,20.330003079448527,85.16751663409015,2807.3049871273724,50.287061478331346,2640.0999902479416,1333.8364720712084,646.2860248673129,2.0,5.0,55.0,728.6689642593051
334.47012353320287,1716.602933368989,20.395878379885982,76.89866718295339,2955.2747538032518,41.30269066508797,1664.577306598586,1207.84340241473,634.7377360522925,2.0,,27.0,400.7701257183701
229.77004631081545,1189.3871789062987,20.47680346917211,,2856.2295978873462,35.101237570762386,1164.5526161193616,54.517451725319205,519.9052488421914,2.0,17.0,19.0,149.89820110893396
455.5961049147133,2583.090274225661,20.420136706454617,84.42555943072833,2799.892378426021,49.42347309162041,2556.469978982354,1313.6139611367114,657.8724874442657,1.0,22.0,25.0,724.873390478511
445.59279167242573,2631.7201455170357,20.240768166499198,84.52299854716418,2879.391284519895,,,1325.4356014465877,652.2688593111354,1.0,,59.0,722.4354676238398
335.6474017173233,,20.406113947732425,75.62701991985199,2974.3340373159713,41.54763303474437,1657.8235842262095,1207.1331317759448,644.8569703619595,2.0,10.0,22.0,403.0440562625373
467.00929183347193,2602.834221524294,20.468226607309813,85.04614985931906,2852.091903113193,,,1320.1776289842799,639.6347567726419,2.0,,43.0,736.4729968846368
420.44454895363253,2501.7644126860555,20.2459432803293,84.2959902970533,2884.4146740502797,49.67672347331661,2460.4986932770207,1309.0841703472624,644.318504004836,1.0,9.0,41.0,679.2859414264158
444.40689119536523,2517.3184559046535,,83.64694571163747,2894.65508891082,49.631512063691794,2510.337799971558,1319.5748354970399,647.8299882884713,2.0,1.0,28.0,701.0018981657149
448.7192903803434,2582.823760470874,20.488761382120455,85.1213683645981,2898.8626761296523,50.39008745532474,2541.4033631854936,,650.7114498640444,2.0,3.0,15.0,719.1486817743286
462.769128034443,2642.7625154757156,20.268012368029638,84.14267320750211,2836.263405796257,50.627695471524994,2632.409339571997,1330.5861350030914,638.9008179240792,2.0,5.0,55.0,728.6253404466408
461.797517012746,2701.1041822134703,20.334167105580086,85.31309379499494,2862.108762712952,50.595089908129694,2675.750805523081,1335.4170057601514,649.5517636965922,1.0,9.0,27.0,743.8085041414805
,2559.731417465388,20.323419228503013,84.91737594312384,,50.22649214512268,2552.7061583750165,1317.2056340979568,640.8252528308074,,14.0,3.0,706.4429158528726
366.7149927424618,1934.4849666048578,20.503277201154987,78.22719674628799,2944.4214493241016,43.52859260483363,,1232.032846331032,648.3937381303526,,8.0,50.0,485.45889443651606
509.7699869177227,2988.184419800829,20.43797418506398,87.03109217203956,,53.28245515721039,2944.970930276875,1371.1430588112755,645.0901609824887,1.0,5.0,28.0,852.6742612742373
442.22612749539945,2522.124335440911,20.306539776762982,84.19733417402004,2859.093943364426,50.04588675563745,2507.1159757321784,1322.6325754847394,644.0323045577829,2.0,2.0,19.0,702.3554831254472
264.0857687855936,1345.556785260624,20.332150182159875,71.50833402890795,2850.594035554334,36.72633303608346,1297.7130902475046,55.47944021785763,513.0359728123842,2.0,16.0,51.0,199.4772648242506
430.7198772835155,,20.22044533378339,83.54200848688455,2902.221554950402,49.73406807266724,2429.167809444179,,640.6636157079548,1.0,11.0,18.0,678.7113646678638
436.64634200306284,2522.506264861575,,84.33562876950869,2861.0427452030044,,2498.7883735130986,1324.4450228894912,646.5321669992101,1.0,15.0,7.0,696.8535178437378
437.10133456650334,2556.7051254277626,20.43438534533094,85.04701783316605,2879.0459215865617,49.47816874717378,2483.111065888854,1311.2460951229784,642.45345189908,1.0,15.0,50.0,698.0941074067059
331.3263304400281,1730.0324792523859,20.122863877107406,76.43348171377852,2943.662294084074,,1688.029452719051,1201.1914302211464,643.4083652878894,2.0,,41.0,410.78067751305014
442.76258519290315,2565.8678215347045,20.378696693932035,84.79364754006686,2864.4808106221385,49.12188934226241,2496.1635783933048,1312.4352773556175,642.806967678353,1.0,14.0,25.0,707.0155542761752
454.73060435533773,2682.316757759215,20.316784134013396,,2888.1302968377545,51.598446446302276,2647.151387189887,1338.3563524949764,643.0991055958068,1.0,7.0,,749.9285427023638
387.39969615054304,2151.464162552396,20.318351643572843,81.05277754980473,2940.933010538663,46.38096817292164,2102.310548449008,1271.4163972004396,642.711754919822,,8.0,15.0,557.9324930415139
430.3115555635447,2485.2063483146767,20.459708867651262,84.36576287190371,2889.1763049254246,,2441.683210323848,1311.7368478382446,646.4758849970217,1.0,9.0,46.0,678.0520348064696
,2524.810501048718,,83.91957569119299,2844.436441045258,48.94203959004537,2492.818318444659,1307.3832298358557,643.4424895125738,1.0,15.0,4.0,694.0299439560495
,2496.121310201683,20.16581379431623,83.36717433782829,2863.765869100225,48.97488776160218,2428.466729721285,1303.8054390371071,644.9307241590795,1.0,19.0,27.0,683.5806013524221
479.7966611095671,2832.08521472126,,85.67229006389229,2825.6019808539995,51.36060300400332,2793.259406799141,1354.2376778555797,648.2361796750743,2.0,4.0,50.0,785.3209941940872
462.42203248158927,2677.317438176039,20.369267772560605,85.93140370872311,2891.1614701216354,51.468626316907354,2663.2364358831474,1332.941060969906,,1.0,,12.0,750.8899718002153
454.21252666242,2667.8281402624666,20.32051051107498,84.47416476512842,2869.171403999006,,2634.4323391078137,1339.9307123162455,650.7720056072254,1.0,16.0,35.0,736.2548129980206
267.56736469097626,1417.3981858905047,20.30906974780856,72.7025789246494,2930.8854913356663,37.23060915869738,,1123.0117410781234,516.7174511941782,2.0,16.0,45.0,218.81889634184273
381.3085262160207,2076.7385193469877,20.350593192553752,79.79410231655994,2993.696127387062,45.435731235409314,2031.6464283098474,1262.5032767544146,650.2210789507598,2.0,8.0,29.0,531.0512513308546
447.85964852288896,2609.4194688228317,20.169560071945494,84.99684523218802,2869.0876962819325,49.94004993658539,2529.2602063882264,1322.0314517161491,,1.0,21.0,,722.2452800249339
431.56822195965884,2526.151290270459,20.36700080095448,83.2599136932402,2900.857987700843,50.20868166430021,2482.533272239557,,645.2544188160814,,0.0,56.0,700.1986391967008
443.14944516993125,2555.364336251424,20.32720917718862,84.50190225088768,2907.855822888216,49.87079738886635,2532.723663768054,1330.4266227843802,643.3690779103624,2.0,2.0,50.0,708.1258041816717
468.72437508459024,2712.372858208807,20.318369472532368,85.90628595999351,2858.6249011885393,51.14507693884163,2700.820646844655,,655.8405966584081,1.0,9.0,2.0,752.9693668633939
449.8212258556795,2462.8835437770026,20.506023590123995,82.71061309491513,2837.765757176679,48.315421932513466,,1308.5076072909073,647.100465195943,1.0,,51.0,671.7753348253324
466.439059200822,2760.171428675642,20.299135970672406,,2872.457705766365,51.33212791635763,2701.38363980423,1335.7132871691733,647.0577498561614,2.0,4.0,4.0,762.9510235222896
441.26045490443363,2603.251026479575,20.358182148534674,85.44683620004415,2866.152598463942,50.6619567383317,2587.9817898337988,1335.9492102870881,645.0451816227347,1.0,21.0,1.0,730.7235408566338
431.96618901840276,2513.7889597572816,20.40237568237727,84.73491567657717,,50.40329190150592,2497.6268434064364,1307.7575031726255,651.0840964400802,1.0,15.0,21.0,699.4511695529787
283.2019747694245,1466.4060921739765,20.156367768700292,72.78369561668997,2907.64531479769,37.60302378161797,1411.0763143399722,1123.870933003918,528.9754489762907,2.0,16.0,,235.89329694676957
384.7602621775391,2115.461842430989,20.106173469986608,80.85957182101288,2974.141262637426,45.89181676471041,2090.5390337815115,1271.0228796171875,646.4668257234194,2.0,8.0,13.0,568.5822112726613
433.73902846042205,2608.4077065960214,,84.6070697452986,2879.54796496459,51.13732126431762,2568.4016029318336,1320.246778652572,649.5788775263901,2.0,6.0,16.0,710.6078001439785
427.59667840057574,2567.5777985188797,20.451167038876374,84.80988166399666,2870.3938719556663,,2505.0365201826894,1316.8025502078583,643.7523357185485,1.0,23.0,34.0,716.1301419456107
464.5661538531308,2698.4554566081138,20.221125410785767,84.76099415831582,2876.3558908285668,51.04283237727997,2632.4441936510116,1348.5827791394368,649.3089935612156,1.0,7.0,27.0,752.3183811819329
440.72592646787325,2509.7963996345384,20.456983703714492,83.18160915683538,2864.1199489373776,48.963531371267045,2474.6154282654657,1324.6240040606274,642.4740221482696,1.0,11.0,,677.831262459703
,2524.870349035534,20.40370850818021,84.09827903195585,2859.01995965777,49.83556592071561,2484.9195781578424,1310.7568646897537,649.6067152010393,1.0,18.0,58.0,707.2023863686354
449.14118262332465,2659.150928995789,20.346240825822672,85.032340665539,2840.632462035928,50.12611532779081,2582.682709378116,1330.382401362434,645.2453010777728,1.0,20.0,15.0,734.9055241191343
457.7169364691359,2634.5666511457166,20.28565843313708,85.20501973461678,2850.808103704079,50.33393215009201,2572.7999903738732,1326.8248014090111,644.9779695936247,,6.0,7.0,725.0928152537733
336.1309419628821,1835.3531112540127,20.517015380333973,78.41426436685495,,43.51654111396724,1793.4980842101832,,644.9380121212934,,9.0,0.0,449.33874575450614
440.4436894285643,2525.8181708435536,20.41356613389354,83.99916923615251,2880.407911657696,49.635956652528066,2524.6384420929703,1311.8208980364782,,1.0,14.0,20.0,704.5459977642879
453.4776993456251,2606.1820764369704,,84.97156751379485,2884.1829952069916,,2534.400998465568,1325.0868037990979,645.5100568753338,2.0,,13.0,722.5017553998467
303.8748654333784,1579.4669182082937,20.172123308727375,74.71349105988253,2876.725430251599,39.36711991987867,1562.9150466999467,1159.8585566030517,555.2533295568669,2.0,15.0,23.0,295.9009978482312
474.8657317371126,2812.448733494259,20.826586792400057,86.52294239211844,2851.2077247549414,52.15307522347017,2776.6761420664848,1345.0551853079928,647.4396275015717,2.0,,41.0,778.763809768927
,2717.400267061922,20.418766584017074,85.74678351941044,2871.1876666375865,,2701.4911342503306,1337.7542969085478,644.8086085837613,2.0,4.0,29.0,759.5904924229076
,2545.501561012126,20.393398323059255,,,48.895143685597674,,1316.2004394507878,644.9809419903531,1.0,15.0,,688.661764817485
442.4832907794737,2558.262243370445,20.240173014708546,84.3917309429567,2900.301236468871,49.60417801576934,,1319.0042909096155,650.9885401421614,2.0,1.0,14.0,705.3485019408652
450.5010220995935,2487.2927134662536,20.440076310901315,82.73461225885356,2948.926059741413,48.77630460247553,2446.878674775692,1332.4076277704826,646.9329570781363,2.0,7.0,44.0,669.054205279189
430.37042277122765,2478.2154922962704,20.732923070402922,,2867.651771645687,,2432.129370352102,1320.305311326734,646.4310015931168,1.0,,,677.186739746473
,2676.6310167228394,20.54369596139546,,2882.7374659392353,51.65182768186,2625.0924901228836,,647.0323845856184,2.0,3.0,54.0,744.9325094703739
436.8462014326628,2542.601018027085,20.168327058637157,84.8366021350204,2836.8263021806315,50.21353489729192,2539.1750505747796,1310.1244238143117,646.3281849624659,2.0,0.0,,709.2471791860768
515.3157520675911,,20.204630486221273,87.80997839397118,2778.9376986100024,52.37498664666718,2868.6550482937705,1366.1873028147384,651.7869757232372,1.0,,40.0,827.4015117114893
453.1008475530578,2625.941178201988,,,2859.9755655303925,50.60355352076629,2594.093186746975,1336.4910518040697,,1.0,17.0,16.0,729.9280656892435
367.456168687416,1937.2953119653712,20.56303987627772,77.79309765932703,2975.6712086245734,43.62801649250202,1893.574796364274,1222.4877952234742,,2.0,8.0,51.0,485.0931508648396
,2842.258578293209,20.51865625086962,86.44797356441093,2834.4844958622834,53.02477894897475,2777.006255539583,,647.8168422950498,2.0,,,782.3959194164204
432.30794945073285,2574.072102974361,20.4946829052946,85.41347804429378,2825.7627117944285,50.540695754179616,2560.3336324915235,1309.7837692969808,648.8909450498148,1.0,23.0,55.0,711.0816311142984
509.6970846308858,2984.483212955427,20.43202909847524,87.06271043588409,,,2933.6505864417404,1373.1683400271468,645.2628167134394,1.0,5.0,10.0,853.5065632421829
,2534.5548380974,20.390810909613965,83.1902963135923,2879.173830728247,49.37115296672448,2471.4308919459663,1325.8840188599017,652.544996449518,2.0,2.0,14.0,701.770004737481
436.87031295934736,2556.9840273856753,20.32523510409227,84.52727862222176,2842.991088086365,50.11893204730559,2476.1295347228,1325.810474661261,,1.0,15.0,5.0,695.4774098025845
452.0814879419554,2687.7104700986492,20.205934029208525,,2876.854002444844,,2652.513055970321,1339.0172728573448,640.7030420726501,1.0,7.0,51.0,750.42209049122
454.9819731850972,2713.9368560597713,20.52336435903116,85.37840231120684,2889.3232526640168,51.4395973847306,2675.8026321801203,1345.7213538889234,653.8655615214524,1.0,5.0,43.0,752.0479023855828
440.1198547200492,,20.20038773279673,83.83724599996435,2854.4164212090955,49.312425349619566,2422.420781610661,1300.760577099244,653.4593182343913,1.0,13.0,21.0,685.233698088906
442.7567396690017,2578.7426305466597,20.22516118895201,,2894.6508783119643,49.958318231089,2522.8710905223547,,643.4476343183785,,,3.0,709.7700259374568
453.018855638754,2719.312144672037,20.23664100737606,85.8138132038995,2902.065609968768,51.47797054149795,2664.6408034076408,,646.0315102839635,1.0,7.0,,752.2884732939913
435.1696076743319,2494.9113444064983,20.33844910004315,83.06492663734385,2886.0379910133965,48.7953289973949,2408.155757866969,,640.3509689852067,1.0,10.0,45.0,673.0320806566042
451.8381601586266,2632.560381476574,,84.8303681012607,2877.0416091187585,49.72702882193561,2590.0832179913914,1322.6911562427463,,1.0,21.0,10.0,727.8001724998884
453.8115228642944,2607.919774720808,20.38898818826099,84.99531505483836,2868.413410753858,50.1180608745375,2593.820139298931,1336.6474667525144,648.3746120380433,1.0,19.0,,723.6252028919127
328.6227035421202,1731.2571519828302,,76.8832821610989,2978.9844410386527,41.384184399413925,1669.98926855191,1195.558407191265,644.0116705241137,2.0,11.0,0.0,398.5241909156531
,1669.330323148865,20.209497729770646,76.22096672329403,2880.7319311403453,42.20576721859361,1636.9022749394853,,638.1975095446785,2.0,,55.0,400.9809308793069
339.1729366377822,1737.1393953665242,20.45742584250276,76.87831024659482,2918.4499532900327,41.06106838337976,1686.3038324190502,1204.674952906152,646.7977674521326,2.0,9.0,16.0,404.3601516923678
450.9810008754942,2666.855703956439,20.149623022937774,85.39681451389666,2830.7574163965746,,2647.0397583020467,,647.4151367505071,1.0,9.0,14.0,753.2594513965032
328.8746831977647,1781.9379840733552,20.232937516896044,77.27325056537978,2971.349054671233,42.096980592069436,1728.8543455604183,1217.441198681805,,2.0,9.0,22.0,412.23290739611116
440.1179163943019,2602.1495054009074,20.454047543202673,85.3479460509183,2831.3843327467744,50.3624891902355,2547.4965181106163,1339.7245428797353,650.1126556124931,1.0,21.0,5.0,727.1686685481827
441.657284598745,2579.860002032978,20.207054058247692,85.08280582218535,2813.1404502614378,50.892099241253774,2561.1092161543993,1335.0851724696454,649.3357898932569,1.0,22.0,41.0,731.0650007008148
330.021497131718,1737.6917985680036,20.34706604771008,75.95689475828173,2946.119679663258,41.61572605963166,1702.2905341597516,,627.0565896627389,2.0,11.0,52.0,394.45067911274396
433.24273465888933,,20.40999583924064,83.51632843428577,2885.0380743129876,49.32720835491849,2454.1565537545407,1307.1992871951313,648.4922835525324,1.0,19.0,28.0,686.0204461818818
448.26158013140173,2595.7024833134747,20.72106212943825,84.02298004249343,,50.101276141625995,2585.2781894340837,1314.601693216961,641.5359629404318,1.0,18.0,42.0,727.1839526872614
446.82804762308297,2581.176478863205,,,2879.3291916799585,49.52681034997463,2559.01356784865,1314.3609495935996,647.4363693108481,1.0,17.0,,719.3604490898317
441.8809535698474,2545.066276805889,,83.7911676618825,2854.959427809701,,2478.726830165135,1312.4394184629289,649.8917064608602,2.0,2.0,3.0,701.5289957974536
445.2238941872868,2595.295734594986,20.136200308874656,84.7071767351346,2823.2549847511073,50.20522232927156,2534.4338835858966,1317.7599547400052,651.2152632151249,,,11.0,725.0769656911127
300.63823888142247,1542.0320098077286,20.325587294328773,74.18493689319172,2935.749145124486,38.513390967238585,1483.7670908684595,1149.370783463554,561.7778710300654,2.0,14.0,31.0,289.99410723244387
462.95588443907076,2610.2408416098842,,84.36489679901698,2840.1889647077523,50.56080597882622,2592.410171775417,1321.7422151266817,643.98033589043,1.0,,58.0,736.6206203103641
435.04305143277577,2497.9104753048455,20.229071133518506,84.59980632890004,2895.395588735623,49.15772748236475,,1317.9447774685823,647.461101944598,1.0,13.0,14.0,682.5251703470811
449.91368374822616,2641.642182438125,,85.70509817087405,2838.5572331088183,50.77274817303041,2608.229429495828,1326.168356687298,643.3257368070784,1.0,17.0,11.0,746.5221277183811
412.0489008356355,2356.062506292801,,83.71813574077056,2914.829278414234,48.47887111312422,,,650.4237468242094,2.0,8.0,2.0,647.2723964251865
,2504.188890186066,,84.18475598942885,2893.080312402105,,2476.3332486155614,1319.5307918392202,644.4618144652768,,19.0,20.0,695.1185867553565
442.45208580136455,2559.051090813836,20.23949355911436,83.23022456288746,2877.3610569768102,49.61229797265182,2495.6279948648125,1307.104739084821,646.9284677487697,2.0,1.0,26.0,707.8038074649016
438.71778008345547,,20.507481926923592,83.7773950883263,2837.310480480982,,2427.8082758425353,1299.0010753222844,643.8091300818396,1.0,12.0,12.0,678.2174114892512
439.495646681403,2489.7166493952295,,84.08828850713215,2934.442331191793,48.70172114776051,2473.1055702369376,1312.4148490592233,648.722204450241,2.0,7.0,48.0,678.1640701266496
454.5400356631305,2550.9696181753243,20.41348197128294,84.75807991995079,2837.3802278797752,50.51537579488713,,1327.9178777853601,644.6975291235636,1.0,22.0,23.0,710.4712777555027
510.8581830376997,2984.127043524138,,87.81175345677245,2834.0766899938835,,2909.0744111669073,1364.722094686612,642.874118051963,1.0,4.0,35.0,844.4832703550501
449.5202430207905,2551.909002780577,,84.61431367198021,2865.0262092709954,49.83935019173661,,1326.5699897625532,649.8966219643434,2.0,6.0,,700.6581310438223
,2699.526208211649,20.663522636311058,85.91318369230778,2802.2473521371894,,2686.6405682599416,1328.6468521674562,651.9694448179595,2.0,5.0,32.0,750.1820994806144
429.79182801394853,,20.355263146637977,83.97419104438559,2850.818632074072,,2491.0371152887737,1308.6213999518984,647.6535116467884,2.0,0.0,,712.037136745741
446.3030695080631,2504.514207384998,20.306786881704884,83.28887956610465,2852.3054268019537,49.26939865321686,2435.845343763779,,652.9698639939347,1.0,11.0,20.0,679.3005776636841
455.7442734487214,2640.6393966324813,20.174299365394557,,2839.128954398738,50.22020625147218,2600.938092760239,1333.5147417247656,641.8450863549893,1.0,16.0,,734.6979797000574
439.45189670285976,2471.805812524773,20.467689187065105,83.10228208333226,2889.8203322869394,48.452143284773335,2409.5605369821455,1310.6949474979529,649.0439196910963,1.0,,18.0,673.8807349974937
453.36848321915653,2623.5112051301326,20.402968756447454,83.46565686431249,2843.92295242598,50.23721586957015,2557.3806661780905,1317.4862864494996,,1.0,18.0,43.0,718.7412301276172
505.6194202343711,2984.3415061011924,20.255259357913065,88.09981106068328,2846.7678412438854,54.15984064309607,2975.785520181203,,642.8691482944527,1.0,4.0,24.0,853.5762257930573
510.51069266935394,2981.0980971705467,20.504933302635212,,2814.5003997696836,53.71104523135586,2924.866817735814,1380.600440816783,647.3165804685304,1.0,,13.0,852.5279471681727
461.79837813877253,2666.4612622155682,20.459929174747977,85.62596153695054,2851.0291003299467,50.9356272854431,2660.4573838099514,1325.4595873610501,,1.0,7.0,58.0,746.8671890259508
451.6088886785794,2622.921411380767,20.34663314554886,,2884.2046273637598,50.2701159728147,2578.9867327494035,1335.8345355390802,651.734791878048,2.0,3.0,19.0,724.6654070410052
451.92430435920744,2582.310315709202,20.318546263360542,,2822.869305251556,50.00088642569404,2547.630327464583,1329.5057845294562,645.2599650395547,1.0,23.0,23.0,717.8495423230601
364.4210463649069,1940.4409734702053,,79.2282083980919,2982.1322205659017,44.27330167513019,1932.8427806221548,1254.9369479944173,642.658637801894,2.0,8.0,46.0,503.6224188614369
336.57910358925676,1736.205803026143,20.467633629075372,76.02059269824665,,41.867359983396135,1718.0903338740366,1211.2691581107244,643.8527883321564,2.0,9.0,18.0,403.52391719658624
455.6599446805243,2629.164849965211,20.27334962119035,84.12362407250599,2873.2539721019525,50.25231791235276,2540.8218433630445,1337.8589360060241,646.8754811630008,1.0,17.0,48.0,724.1104955698734
442.23178989436974,2561.37823057167,20.127789377058424,84.64165347564224,2887.767599366574,49.90494836330714,2484.235578712651,1321.935692933207,644.6639847096197,2.0,1.0,24.0,706.6758018780648
446.4387815525397,2526.2922338985477,20.235401604822407,83.80903916569491,2890.7718162439455,49.801996929762616,2481.908123634489,1306.3057431941465,644.2469232227771,,2.0,31.0,700.827524752728
434.57038111422276,2568.0311812643636,20.257899276488857,83.93552300050386,2884.1635108436503,49.66938722757547,2498.979909122455,1321.2075024590206,648.0634132447695,,0.0,23.0,705.1516227371936
454.642083456404,2707.5120674586824,20.37266206733413,85.41577125163646,2901.2611978136047,51.41797282547822,2677.320519583019,,644.4430967401115,1.0,8.0,40.0,749.4108548675661
455.14069652442134,2655.7322093258945,20.32860560668891,84.06620191390749,2882.1002671301426,50.516123755289485,2587.3792605648855,1321.0686688498354,642.2903570949275,1.0,17.0,20.0,734.6071231972722
472.63591311054194,2739.975029559314,20.45675952118587,87.02470628922525,2826.6332059425845,51.70351910114595,2721.7957541985243,1330.4467071730355,,2.0,4.0,,771.32641420473
467.5859953508277,2681.215480648963,20.31143471022066,85.24401739717018,2862.517045481117,50.22287391511337,2632.1430844747433,1320.7937094841786,649.6272206127526,1.0,11.0,35.0,745.3208741911113
448.1200403415839,2603.7178859045907,20.80219241714934,,2863.6873346606917,49.90381472211225,2544.6781446178516,1326.0999818082773,640.8762976214789,,,43.0,724.2758080873167
470.1866394214274,2737.101392716984,20.324304983098823,85.49451782386026,2849.801254771701,,2703.4866146487407,1338.2615157723699,646.4021118288823,1.0,6.0,41.0,753.0115193841511
513.6186322147662,3014.1794408664346,20.28528969495702,88.33158451857126,2834.6385034739333,53.378918796239155,2943.37754753306,1366.7158494537027,642.2051244990951,1.0,,18.0,849.2153456284952
428.7408389891645,2478.8216060406025,20.223746444436898,84.11593349677383,2865.671917665086,49.71278749974447,2450.079358246572,1306.3682798275402,642.2415111450712,1.0,11.0,11.0,679.3370399965482
332.20004587586465,1848.5240296962138,20.434453530069515,77.75890941349508,,43.50118582609974,1793.1543516856939,1222.8910718826564,,,9.0,0.0,448.8699533807485
437.77015961500894,2513.3194457705144,,82.97372878432859,2893.503539884002,48.520602011673766,2461.475020520212,1323.2528533516427,,1.0,12.0,39.0,682.0634495042281
439.2237473254461,2523.134465580233,20.159538663693763,,2854.9029706897018,48.92370887935666,2461.466540473808,1304.6101196900358,,1.0,15.0,36.0,692.4538236288696
465.9258465561607,2753.6016088120164,20.478719588237336,85.92830514382317,2889.477730818082,52.27763369735107,2713.322530191733,1340.4603088340261,643.7884385937708,1.0,,42.0,764.6382273861249
,,20.423676557659967,83.94234794396797,2886.2005969861634,49.01818709519187,,1322.2159289854117,648.9941853113784,1.0,11.0,19.0,690.0260810805036
429.23469042010197,2568.745990668016,20.48716891518653,84.0662922455879,2906.2136975895787,50.39465941720551,2494.1651083715265,1314.09444781362,,2.0,6.0,38.0,699.5645791952414
447.0977198645318,2592.4828188985753,20.186149515558352,84.23699880036122,2803.4231564229844,49.23288620288739,2527.5632541531277,1325.0316251239176,646.0708061471083,1.0,22.0,17.0,712.3232713193293
481.87074418936214,2672.5011319242903,20.203662633617668,85.16049043796079,2861.7120278347797,50.64184852934678,2627.9037737578474,1337.8559060394293,652.8088072728967,1.0,6.0,36.0,748.962385060074
456.0031872578495,2577.754129004043,20.406003468009555,84.53827898803009,2868.4805398548538,49.966606122812905,2559.5380913343383,,649.9094336450305,1.0,17.0,54.0,725.1954079243972
439.8480047294447,2507.3088693804243,20.820387090502443,84.07951792517756,2890.2362091899945,48.94319353742089,,1315.4534525077015,652.5654144758325,1.0,11.0,12.0,679.4873692810537
452.7457446759942,2685.6914298905976,,85.66488683589286,2899.5621279202114,51.116435579048066,2633.889071619085,1333.6278234411188,651.7677351220012,2.0,6.0,8.0,724.2468344075309
330.72191626763964,1716.4328906503888,20.25514187193395,,2947.1353631623515,,1649.7629525453751,1201.4201451222516,639.7028411410957,,9.0,,400.93099719228337
447.32845471454505,2639.707119160932,,,2870.6512182695737,50.901368505366825,2597.6695186468437,1338.0158188353548,649.0844145665177,1.0,16.0,51.0,733.9784034800476
454.20880302651625,2650.909111402376,20.189402824969008,83.92763195039595,2880.274690758818,50.5906817329447,2582.700422386341,1316.4276356070388,649.3989472145923,1.0,,23.0,730.2088009042365
328.949721704382,1734.611329868423,,,2957.5836570493443,41.30656296801135,1664.5369734663534,1190.634880638904,636.2556272904824,2.0,11.0,1.0,399.9908875326838
298.05920933649054,,20.250632693631058,73.84463516077446,2923.872389309121,38.427362850813815,1489.8011258100194,1145.969575950705,577.3327840389991,2.0,14.0,35.0,289.2104979802378
331.23749721550735,1701.8590107170219,20.2741910450414,75.80134016210607,2973.501987280984,41.360719146312675,1651.47814255853,1188.478666594228,643.6764515192921,2.0,10.0,6.0,393.2124407164332
324.64493933851963,1696.9720194824868,20.10264333599111,77.44724193350409,2981.373597318967,42.13341677554211,1666.011763359686,1210.1229163785222,637.4598695893288,2.0,,46.0,400.18273155387374
446.94814631591373,2574.7557748969975,20.38699964113691,84.59521329687549,2825.6440237774523,49.493437383079126,2546.1064196287366,1336.4666641541128,640.6953923565043,1.0,22.0,57.0,716.3310623679464
283.894518482458,1454.7803498290339,20.257613252656462,72.05563550515028,2886.507791556682,37.87089289345887,1416.800204148992,1131.8217230771897,530.4925651609791,2.0,16.0,34.0,232.45733213669507
453.1856634733662,2723.3081445662833,20.494713909389084,85.76126441799593,2865.3197243073146,51.656247253179465,2663.1393662269757,1323.4212036708961,646.5136252647364,1.0,8.0,40.0,753.3393384351848
328.5610677050158,1769.9415900003762,20.461013906136667,75.85995165998568,2978.762678044756,41.77024753239934,1709.3831503796177,1192.28858130114,639.6956935914452,2.0,11.0,36.0,400.959241191866
440.4175369885303,2532.4773172288174,20.682258358558062,84.05455869701959,2836.226282031507,48.956221901350716,2487.415331674429,1314.1491481392113,639.1086166355356,,23.0,13.0,700.0675193907063
